,Reporting starts,Reporting ends,Campaign name,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install (GBP),Cost per mobile app action (GBP),Desktop app installs,Desktop app engagement,Cost per desktop app install (GBP),Cost per desktop app engagement (GBP),Post reactions,Post comments,Post shares
266,2015-07-04,2015-07-04,Campaign37,inactive,,,,,,,,,,,
267,2015-07-04,2015-07-04,Campaign42,inactive,,,,,,,,,,,
268,2015-07-04,2015-07-04,Campaign38,inactive,,,,,,,,,,,
269,2015-07-04,2015-07-04,Campaign39,inactive,,,,,,,,,,,
270,2015-07-03,2015-07-03,Campaign34,inactive,1.0,,0.0,,,,,,,,
271,2015-07-03,2015-07-03,Campaign39,inactive,,,,,,,,,,,
272,2015-07-03,2015-07-03,Campaign41,inactive,,,,,,,,,,,
273,2015-07-03,2015-07-03,Campaign38,inactive,,,,,,,,,,,
274,2015-07-03,2015-07-03,Campaign31,inactive,6.0,,1.705,,,,,,2.0,,
275,2015-07-03,2015-07-03,Campaign32,inactive,,,,,,,,,,,
276,2015-07-03,2015-07-03,Campaign33,inactive,,,,,,,,,,,
277,2015-07-03,2015-07-03,Campaign40,inactive,,,,,,,,,,,
278,2015-07-03,2015-07-03,Campaign37,inactive,,,,,,,,,,,
279,2015-07-03,2015-07-03,Campaign42,inactive,3.0,,2.7866666666667004,,,,,,,,
280,2015-07-03,2015-07-03,Campaign36,inactive,,,,,,,,,,,
281,2015-07-03,2015-07-03,Campaign35,inactive,,,,,,,,,,,
282,2015-07-02,2015-07-02,Campaign37,inactive,,,,,,,,,,,
283,2015-07-02,2015-07-02,Campaign38,inactive,,,,,,,,,,,
284,2015-07-02,2015-07-02,Campaign33,inactive,,,,,,,,,,,
285,2015-07-02,2015-07-02,Campaign42,inactive,,,,,,,,,,,
286,2015-07-01,2015-07-01,Campaign37,inactive,,,,,,,,,,,
287,2015-07-01,2015-07-01,Campaign38,inactive,,,,,,,,,,,
288,2015-06-30,2015-06-30,Campaign38,inactive,1.0,,2.7,,,,,,,,
289,2015-06-30,2015-06-30,Campaign37,inactive,,,,,,,,,,,
290,2015-06-29,2015-06-29,Campaign37,inactive,,,,,,,,,,,
291,2015-06-29,2015-06-29,Campaign38,inactive,1.0,,2.99,,,,,,,,
292,2015-06-28,2015-06-28,Campaign37,inactive,,,,,,,,,,,
293,2015-06-28,2015-06-28,Campaign38,inactive,,,,,,,,,,,
294,2015-06-23,2015-06-23,Campaign37,inactive,,,,,,,,,,,
295,2015-06-23,2015-06-23,Campaign38,inactive,,,,,,,,,,,
296,2015-06-22,2015-06-22,Campaign37,inactive,,,,,,,,,,,
297,2015-06-22,2015-06-22,Campaign38,inactive,1.0,,2.97,,,,,,1.0,,
298,2015-06-21,2015-06-21,Campaign38,inactive,,,,,,,,,,,
299,2015-06-21,2015-06-21,Campaign37,inactive,,,,,,,,,,,
300,2015-06-20,2015-06-20,Campaign38,inactive,1.0,,2.73,,,,,,,,
301,2015-06-19,2015-06-19,Campaign38,inactive,1.0,,2.43,,,,,,,,
302,2015-06-19,2015-06-19,Campaign37,inactive,,,,,,,,,,,
303,2015-06-18,2015-06-18,Campaign37,inactive,,,,,,,,,,,
304,2015-06-17,2015-06-17,Campaign37,inactive,,,,,,,,,,,
305,2015-06-16,2015-06-16,Campaign37,inactive,,,,,,,,,,,
306,2015-07-07,2015-07-07,Campaign43,inactive,,,,,,,,,,,
307,2015-07-06,2015-07-06,Campaign43,inactive,,,,,,,,,,,
308,2015-07-05,2015-07-05,Campaign43,inactive,,,,,,,,,,,
309,2015-07-01,2015-07-01,Campaign43,inactive,,,,,,,,,,,
310,2015-06-30,2015-06-30,Campaign43,inactive,,,,,,,,,,,
311,2015-06-29,2015-06-29,Campaign43,inactive,,,,,,,,,,,
312,2015-06-28,2015-06-28,Campaign43,inactive,,,,,,,,,,,
313,2015-06-21,2015-06-21,Campaign43,inactive,,,,,,,,,,,
314,2015-06-19,2015-06-19,Campaign43,inactive,,,,,,,,,,,
315,2015-07-10,2015-07-10,Campaign44,inactive,,,,,,,,,,,
316,2015-07-10,2015-07-10,Campaign45,inactive,2.0,,2.94,,,,,,,,
317,2015-07-10,2015-07-10,Campaign46,inactive,,,,,,,,,,,
318,2015-07-10,2015-07-10,Campaign47,inactive,,,,,,,,,,,
319,2015-07-10,2015-07-10,Campaign48,inactive,,,,,,,,,,,
320,2015-07-10,2015-07-10,Campaign49,inactive,,,,,,,,,,,
321,2015-07-10,2015-07-10,Campaign50,inactive,,,,,,,,,1.0,,
322,2015-07-10,2015-07-10,Campaign51,inactive,,,,,,,,,,,
323,2015-07-09,2015-07-09,Campaign51,inactive,2.0,,2.575,,,,,,,,
324,2015-07-09,2015-07-09,Campaign49,inactive,,,,,,,,,,,
325,2015-07-09,2015-07-09,Campaign47,inactive,,,,,,,,,,,
326,2015-07-09,2015-07-09,Campaign44,inactive,,,,,,,,,,,
327,2015-07-09,2015-07-09,Campaign45,inactive,7.0,,1.6542857142857,,,,,,,,
328,2015-07-09,2015-07-09,Campaign48,inactive,,,,,,,,,,,
329,2015-07-09,2015-07-09,Campaign50,inactive,,,,,,,,,,,
330,2015-07-09,2015-07-09,Campaign46,inactive,1.0,,2.98,,,,,,,,
331,2015-07-08,2015-07-08,Campaign45,inactive,3.0,,2.8433333333333,,,,,,,,
332,2015-07-08,2015-07-08,Campaign47,inactive,,,,,,,,,,,
333,2015-07-08,2015-07-08,Campaign52,inactive,,,,,,,,,,,
334,2015-07-08,2015-07-08,Campaign51,inactive,13.0,,1.6415384615384998,,,,,,,,
335,2015-07-08,2015-07-08,Campaign49,inactive,,,,,,,,,,,
336,2015-07-08,2015-07-08,Campaign50,inactive,,,,,,,,,,,
337,2015-07-08,2015-07-08,Campaign46,inactive,2.0,,2.925,,,,,,,,
338,2015-07-08,2015-07-08,Campaign53,inactive,,,,,,,,,,,
339,2015-07-08,2015-07-08,Campaign48,inactive,,,,,,,,,,,
340,2015-07-08,2015-07-08,Campaign44,inactive,,,,,,,,,,,
341,2015-07-07,2015-07-07,Campaign49,inactive,,,,,,,,,,,
342,2015-07-07,2015-07-07,Campaign54,inactive,,,,,,,,,,,
343,2015-07-07,2015-07-07,Campaign50,inactive,3.0,,1.9666666666666999,,,,,,,,
344,2015-07-07,2015-07-07,Campaign55,inactive,,,,,,,,,,,
345,2015-07-07,2015-07-07,Campaign51,inactive,31.0,,2.4916129032258,,,,,,2.0,,
346,2015-07-07,2015-07-07,Campaign52,inactive,,,,,,,,,,,
347,2015-07-07,2015-07-07,Campaign56,inactive,,,,,,,,,,,
348,2015-07-07,2015-07-07,Campaign47,inactive,,,,,,,,,,,
349,2015-07-07,2015-07-07,Campaign44,inactive,,,,,,,,,,,
350,2015-07-07,2015-07-07,Campaign46,inactive,1.0,,2.83,,,,,,1.0,,
351,2015-07-07,2015-07-07,Campaign53,inactive,,,,,,,,,,,
352,2015-07-07,2015-07-07,Campaign48,inactive,,,,,,,,,,,
353,2015-07-07,2015-07-07,Campaign45,inactive,7.0,,2.9271428571428997,,,,,,,,
354,2015-07-06,2015-07-06,Campaign54,inactive,,,,,,,,,,,
355,2015-07-06,2015-07-06,Campaign48,inactive,,,,,,,,,,,
356,2015-07-06,2015-07-06,Campaign49,inactive,,,,,,,,,,,
357,2015-07-06,2015-07-06,Campaign52,inactive,1.0,,2.26,,,,,,,,
358,2015-07-06,2015-07-06,Campaign55,inactive,,,,,,,,,,,
359,2015-07-06,2015-07-06,Campaign50,inactive,,,,,,,,,,,
360,2015-07-06,2015-07-06,Campaign51,inactive,19.0,,2.6,,,,,,2.0,,
361,2015-07-06,2015-07-06,Campaign44,inactive,4.0,,0.9375,,,,,,,,
362,2015-07-06,2015-07-06,Campaign46,inactive,2.0,,2.915,,,,,,,,
363,2015-07-06,2015-07-06,Campaign45,inactive,4.0,,2.7525,,,,,,1.0,,
364,2015-07-06,2015-07-06,Campaign47,inactive,,,,,,,,,,,
365,2015-07-06,2015-07-06,Campaign56,inactive,,,,,,,,,,,
366,2015-07-06,2015-07-06,Campaign53,inactive,,,,,,,,,,,
367,2015-07-05,2015-07-05,Campaign56,inactive,,,,,,,,,,,
368,2015-07-05,2015-07-05,Campaign49,inactive,,,,,,,,,,,
369,2015-07-05,2015-07-05,Campaign44,inactive,7.0,,2.5828571428571,,,,,,3.0,,
370,2015-07-05,2015-07-05,Campaign48,inactive,,,,,,,,,,,
371,2015-07-05,2015-07-05,Campaign53,inactive,,,,,,,,,,,
372,2015-07-05,2015-07-05,Campaign54,inactive,,,,,,,,,,,
373,2015-07-05,2015-07-05,Campaign45,inactive,6.0,,2.5033333333332997,,,,,,1.0,,
374,2015-07-05,2015-07-05,Campaign47,inactive,1.0,,3.4,,,,,,1.0,,
375,2015-07-05,2015-07-05,Campaign50,inactive,3.0,,2.87,,,,,,,,
376,2015-07-05,2015-07-05,Campaign52,inactive,1.0,,2.33,,,,,,,,
377,2015-07-05,2015-07-05,Campaign55,inactive,,,,,,,,,,,
378,2015-07-05,2015-07-05,Campaign51,inactive,27.0,,2.5644444444444,,,,,,2.0,,
379,2015-07-05,2015-07-05,Campaign46,inactive,,,,,,,,,,,
380,2015-07-04,2015-07-04,Campaign56,inactive,1.0,,3.0,,,,,,,,
381,2015-07-04,2015-07-04,Campaign45,inactive,1.0,,2.99,,,,,,,,
382,2015-07-04,2015-07-04,Campaign46,inactive,1.0,,2.93,,,,,,,,
383,2015-07-04,2015-07-04,Campaign51,inactive,10.0,,2.048,,,,,,,,
384,2015-07-04,2015-07-04,Campaign44,inactive,12.0,,2.5725,,,,,,1.0,,
385,2015-07-04,2015-07-04,Campaign47,inactive,,,,,,,,,,,
386,2015-07-04,2015-07-04,Campaign50,inactive,2.0,,2.645,,,,,,,,
387,2015-07-04,2015-07-04,Campaign48,inactive,,,,,,,,,,,
388,2015-07-04,2015-07-04,Campaign49,inactive,,,,,,,,,,,
389,2015-07-04,2015-07-04,Campaign54,inactive,,,,,,,,,,,
390,2015-07-04,2015-07-04,Campaign52,inactive,,,,,,,,,,,
391,2015-07-03,2015-07-03,Campaign51,inactive,6.0,,2.5,,,,,,1.0,,
392,2015-07-03,2015-07-03,Campaign46,inactive,,,,,,,,,,,
393,2015-07-03,2015-07-03,Campaign53,inactive,,,,,,,,,,,
394,2015-07-03,2015-07-03,Campaign52,inactive,1.0,,2.13,,,,,,,,
395,2015-07-03,2015-07-03,Campaign44,inactive,3.0,,2.6233333333332998,,,,,,2.0,,
396,2015-07-03,2015-07-03,Campaign48,inactive,,,,,,,,,,,
397,2015-07-03,2015-07-03,Campaign47,inactive,,,,,,,,,,,
398,2015-07-03,2015-07-03,Campaign55,inactive,,,,,,,,,,,
399,2015-07-03,2015-07-03,Campaign56,inactive,2.0,,1.485,,,,,,,,
400,2015-07-03,2015-07-03,Campaign49,inactive,,,,,,,,,,,
401,2015-07-03,2015-07-03,Campaign50,inactive,1.0,,2.67,,,,,,1.0,,
402,2015-07-03,2015-07-03,Campaign54,inactive,,,,,,,,,,,
403,2015-07-03,2015-07-03,Campaign45,inactive,2.0,,2.465,,,,,,,,
404,2015-07-02,2015-07-02,Campaign46,inactive,1.0,,3.0,,,,,,,,
405,2015-07-02,2015-07-02,Campaign49,inactive,,,,,,,,,,,
406,2015-07-02,2015-07-02,Campaign54,inactive,,,,,,,,,,,
407,2015-07-02,2015-07-02,Campaign47,inactive,,,,,,,,,1.0,,
408,2015-07-02,2015-07-02,Campaign53,inactive,,,,,,,,,,,
409,2015-07-02,2015-07-02,Campaign56,inactive,,,,,,,,,,,
410,2015-07-02,2015-07-02,Campaign45,inactive,2.0,,1.47,,,,,,,,
411,2015-07-02,2015-07-02,Campaign55,inactive,,,,,,,,,,,
412,2015-07-02,2015-07-02,Campaign44,inactive,1.0,,2.97,,,,,,,,
413,2015-07-02,2015-07-02,Campaign50,inactive,1.0,,2.99,,,,,,,,
414,2015-07-02,2015-07-02,Campaign52,inactive,2.0,,2.375,,,,,,,,
415,2015-07-02,2015-07-02,Campaign48,inactive,,,,,,,,,,,
416,2015-07-02,2015-07-02,Campaign51,inactive,2.0,,2.985,,,,,,,,
417,2015-07-01,2015-07-01,Campaign49,inactive,,,,,,,,,,,
418,2015-07-01,2015-07-01,Campaign46,inactive,,,,,,,,,,,
419,2015-07-01,2015-07-01,Campaign48,inactive,,,,,,,,,,,
420,2015-07-01,2015-07-01,Campaign47,inactive,,,,,,,,,,,
421,2015-07-01,2015-07-01,Campaign45,inactive,,,,,,,,,,,
422,2015-07-01,2015-07-01,Campaign50,inactive,,,,,,,,,3.0,,
423,2015-07-01,2015-07-01,Campaign55,inactive,,,,,,,,,,,
424,2015-07-01,2015-07-01,Campaign52,inactive,,,,,,,,,1.0,,
425,2015-07-01,2015-07-01,Campaign54,inactive,,,,,,,,,,,
426,2015-07-01,2015-07-01,Campaign56,inactive,,,,,,,,,,,
427,2015-07-01,2015-07-01,Campaign51,inactive,,,,,,,,,,,
428,2015-07-01,2015-07-01,Campaign44,inactive,,,,,,,,,1.0,,1.0
429,2015-06-30,2015-06-30,Campaign46,inactive,,,,,,,,,1.0,,
430,2015-06-30,2015-06-30,Campaign54,inactive,,,,,,,,,,,
431,2015-06-30,2015-06-30,Campaign55,inactive,,,,,,,,,,,
432,2015-06-30,2015-06-30,Campaign50,inactive,4.0,,1.43,,,,,,,,
433,2015-06-30,2015-06-30,Campaign44,inactive,,,,,,,,,,,
434,2015-06-30,2015-06-30,Campaign53,inactive,,,,,,,,,,,
435,2015-06-30,2015-06-30,Campaign45,inactive,2.0,,1.5,,,,,,,,
436,2015-06-30,2015-06-30,Campaign47,inactive,,,,,,,,,,,
437,2015-06-30,2015-06-30,Campaign51,inactive,1.0,,2.96,,,,,,1.0,,
438,2015-06-30,2015-06-30,Campaign48,inactive,,,,,,,,,,,
439,2015-06-30,2015-06-30,Campaign56,inactive,1.0,,0.0,,,,,,,,
440,2015-06-30,2015-06-30,Campaign49,inactive,,,,,,,,,,,
441,2015-06-30,2015-06-30,Campaign52,inactive,,,,,,,,,,,
442,2015-06-29,2015-06-29,Campaign45,inactive,5.0,,2.8160000000000003,,,,,,,,
443,2015-06-29,2015-06-29,Campaign44,inactive,,,,,,,,,,,
444,2015-06-29,2015-06-29,Campaign53,inactive,,,,,,,,,,,
445,2015-06-29,2015-06-29,Campaign51,inactive,3.0,,2.7766666666667,,,,,,1.0,,
446,2015-06-29,2015-06-29,Campaign54,inactive,,,,,,,,,,,
447,2015-06-29,2015-06-29,Campaign55,inactive,1.0,,0.0,,,,,,,,
448,2015-06-29,2015-06-29,Campaign49,inactive,1.0,,0.0,,,,,,,,
449,2015-06-29,2015-06-29,Campaign56,inactive,2.0,,2.9,,,,,,1.0,,
450,2015-06-29,2015-06-29,Campaign47,inactive,,,,,,,,,1.0,,
451,2015-06-29,2015-06-29,Campaign52,inactive,,,,,,,,,,,
452,2015-06-29,2015-06-29,Campaign50,inactive,12.0,,2.3858333333333,,,,,,,,
453,2015-06-29,2015-06-29,Campaign48,inactive,,,,,,,,,,,
454,2015-06-29,2015-06-29,Campaign46,inactive,,,,,,,,,,,
455,2015-06-28,2015-06-28,Campaign52,inactive,,,,,,,,,,,
456,2015-06-28,2015-06-28,Campaign45,inactive,,,,,,,,,,,
457,2015-06-28,2015-06-28,Campaign53,inactive,,,,,,,,,,,
458,2015-06-28,2015-06-28,Campaign54,inactive,,,,,,,,,,,
459,2015-06-28,2015-06-28,Campaign56,inactive,,,,,,,,,,,
460,2015-06-28,2015-06-28,Campaign55,inactive,,,,,,,,,,,
461,2015-06-28,2015-06-28,Campaign47,inactive,,,,,,,,,,,
462,2015-06-28,2015-06-28,Campaign48,inactive,,,,,,,,,,,
463,2015-06-28,2015-06-28,Campaign51,inactive,,,,,,,,,,,
464,2015-06-28,2015-06-28,Campaign49,inactive,,,,,,,,,,,
465,2015-06-28,2015-06-28,Campaign50,inactive,,,,,,,,,,,
466,2015-06-28,2015-06-28,Campaign44,inactive,,,,,,,,,,,
467,2015-06-23,2015-06-23,Campaign52,inactive,,,,,,,,,,,
468,2015-06-23,2015-06-23,Campaign50,inactive,,,,,,,,,,,
469,2015-06-23,2015-06-23,Campaign48,inactive,,,,,,,,,,,
470,2015-06-23,2015-06-23,Campaign47,inactive,,,,,,,,,,,
471,2015-06-23,2015-06-23,Campaign44,inactive,2.0,,2.99,,,,,,,,
472,2015-06-23,2015-06-23,Campaign53,inactive,,,,,,,,,,,
473,2015-06-23,2015-06-23,Campaign56,inactive,,,,,,,,,,,
474,2015-06-23,2015-06-23,Campaign54,inactive,,,,,,,,,,,
475,2015-06-23,2015-06-23,Campaign49,inactive,,,,,,,,,,,
476,2015-06-23,2015-06-23,Campaign45,inactive,,,,,,,,,,,
477,2015-06-23,2015-06-23,Campaign51,inactive,,,,,,,,,,,
478,2015-06-22,2015-06-22,Campaign52,inactive,,,,,,,,,,,
479,2015-06-22,2015-06-22,Campaign56,inactive,,,,,,,,,,,
480,2015-06-22,2015-06-22,Campaign47,inactive,,,,,,,,,,,
481,2015-06-22,2015-06-22,Campaign51,inactive,1.0,,2.61,,,,,,1.0,,
482,2015-06-22,2015-06-22,Campaign55,inactive,,,,,,,,,,,
483,2015-06-22,2015-06-22,Campaign48,inactive,,,,,,,,,,,
484,2015-06-22,2015-06-22,Campaign44,inactive,3.0,,1.9933333333333,,,,,,,,
485,2015-06-22,2015-06-22,Campaign45,inactive,1.0,,0.03,,,,,,,,
486,2015-06-22,2015-06-22,Campaign53,inactive,,,,,,,,,,,
487,2015-06-22,2015-06-22,Campaign54,inactive,,,,,,,,,,,
488,2015-06-22,2015-06-22,Campaign50,inactive,2.0,,1.485,,,,,,,,
489,2015-06-22,2015-06-22,Campaign49,inactive,,,,,,,,,,,
490,2015-06-21,2015-06-21,Campaign48,inactive,,,,,,,,,,,
491,2015-06-21,2015-06-21,Campaign52,inactive,5.0,,2.3040000000000003,,,,,,,,
492,2015-06-21,2015-06-21,Campaign45,inactive,,,,,,,,,2.0,,
493,2015-06-21,2015-06-21,Campaign56,inactive,,,,,,,,,,,
494,2015-06-21,2015-06-21,Campaign50,inactive,,,,,,,,,1.0,,
495,2015-06-21,2015-06-21,Campaign54,inactive,,,,,,,,,,,
496,2015-06-21,2015-06-21,Campaign53,inactive,,,,,,,,,,,
497,2015-06-21,2015-06-21,Campaign55,inactive,,,,,,,,,,,
498,2015-06-21,2015-06-21,Campaign44,inactive,2.0,,2.78,,,,,,,,
499,2015-06-21,2015-06-21,Campaign51,inactive,5.0,,2.158,,,,,,2.0,,
500,2015-06-21,2015-06-21,Campaign47,inactive,,,,,,,,,,,
501,2015-06-21,2015-06-21,Campaign49,inactive,,,,,,,,,,,
502,2015-06-20,2015-06-20,Campaign45,inactive,1.0,,2.91,,,,,,,,
503,2015-06-20,2015-06-20,Campaign50,inactive,3.0,,2.8166666666667,,,,,,,,
504,2015-06-20,2015-06-20,Campaign53,inactive,,,,,,,,,,,
505,2015-06-20,2015-06-20,Campaign44,inactive,3.0,,1.9966666666667,,,,,,,,
506,2015-06-20,2015-06-20,Campaign51,inactive,1.0,,2.77,,,,,,,,
507,2015-06-20,2015-06-20,Campaign56,inactive,,,,,,,,,,,
508,2015-06-20,2015-06-20,Campaign55,inactive,,,,,,,,,,,
509,2015-06-20,2015-06-20,Campaign52,inactive,2.0,,2.34,,,,,,3.0,,
510,2015-06-20,2015-06-20,Campaign48,inactive,,,,,,,,,,,
511,2015-06-20,2015-06-20,Campaign54,inactive,,,,,,,,,,,
512,2015-06-20,2015-06-20,Campaign47,inactive,,,,,,,,,,,
513,2015-06-20,2015-06-20,Campaign49,inactive,1.0,,2.45,,,,,,,,
514,2015-06-19,2015-06-19,Campaign48,inactive,,,,,,,,,,,
515,2015-06-19,2015-06-19,Campaign44,inactive,6.0,,2.7833333333333,,,,,,,,
516,2015-06-19,2015-06-19,Campaign56,inactive,,,,,,,,,,,
517,2015-06-19,2015-06-19,Campaign54,inactive,,,,,,,,,,,
518,2015-06-19,2015-06-19,Campaign49,inactive,,,,,,,,,,,
519,2015-06-19,2015-06-19,Campaign50,inactive,4.0,,1.3275,,,,,,,,
520,2015-06-19,2015-06-19,Campaign45,inactive,2.0,,1.47,,,,,,,,
521,2015-06-19,2015-06-19,Campaign51,inactive,2.0,,1.18,,,,,,1.0,,
522,2015-06-19,2015-06-19,Campaign55,inactive,,,,,,,,,,,
523,2015-06-19,2015-06-19,Campaign47,inactive,,,,,,,,,,,
524,2015-06-19,2015-06-19,Campaign52,inactive,3.0,,2.3933333333333,,,,,,,,
525,2015-06-18,2015-06-18,Campaign56,inactive,,,,,,,,,,,
526,2015-06-18,2015-06-18,Campaign53,inactive,,,,,,,,,,,
527,2015-06-18,2015-06-18,Campaign50,inactive,1.0,,2.82,,,,,,1.0,,
528,2015-06-18,2015-06-18,Campaign52,inactive,,,,,,,,,,,
529,2015-06-18,2015-06-18,Campaign44,inactive,3.0,,1.9833333333333,,,,,,,,
530,2015-06-18,2015-06-18,Campaign45,inactive,,,,,,,,,,,
531,2015-06-18,2015-06-18,Campaign51,inactive,4.0,,0.75,,,,,,,,
532,2015-06-18,2015-06-18,Campaign55,inactive,,,,,,,,,,,
533,2015-06-18,2015-06-18,Campaign49,inactive,,,,,,,,,,,
534,2015-06-18,2015-06-18,Campaign54,inactive,,,,,,,,,,,
535,2015-06-18,2015-06-18,Campaign48,inactive,1.0,,2.5,,,,,,,,
536,2015-06-18,2015-06-18,Campaign47,inactive,,,,,,,,,,,
537,2015-06-17,2015-06-17,Campaign51,inactive,1.0,,1.64,,,,,,,,
538,2015-06-17,2015-06-17,Campaign49,inactive,1.0,,0.0,,,,,,,,
539,2015-06-17,2015-06-17,Campaign54,inactive,,,,,,,,,,,
540,2015-06-17,2015-06-17,Campaign50,inactive,,,,,,,,,,,
541,2015-06-17,2015-06-17,Campaign52,inactive,,,,,,,,,1.0,,
542,2015-06-17,2015-06-17,Campaign48,inactive,,,,,,,,,,,
543,2015-06-17,2015-06-17,Campaign45,inactive,,,,,,,,,,,
544,2015-06-17,2015-06-17,Campaign56,inactive,,,,,,,,,,,
545,2015-06-17,2015-06-17,Campaign53,inactive,,,,,,,,,,,
546,2015-06-17,2015-06-17,Campaign44,inactive,2.0,,1.39,,,,,,,,
547,2015-06-17,2015-06-17,Campaign55,inactive,,,,,,,,,,,
548,2015-06-17,2015-06-17,Campaign47,inactive,,,,,,,,,,,
549,2015-06-16,2015-06-16,Campaign44,inactive,,,,,,,,,1.0,,
550,2015-06-16,2015-06-16,Campaign48,inactive,1.0,,0.0,,,,,,,,
551,2015-06-16,2015-06-16,Campaign55,inactive,,,,,,,,,,,
552,2015-06-16,2015-06-16,Campaign52,inactive,1.0,,2.28,,,,,,,,
553,2015-06-16,2015-06-16,Campaign49,inactive,2.0,,1.235,,,,,,,,
554,2015-06-16,2015-06-16,Campaign51,inactive,,,,,,,,,,,
555,2015-06-16,2015-06-16,Campaign45,inactive,,,,,,,,,,,
556,2015-06-16,2015-06-16,Campaign56,inactive,,,,,,,,,,,
557,2015-06-16,2015-06-16,Campaign50,inactive,2.0,,1.08,,,,,,,,
558,2015-06-16,2015-06-16,Campaign47,inactive,,,,,,,,,,,
559,2015-06-16,2015-06-16,Campaign54,inactive,,,,,,,,,,,
560,2015-06-15,2015-06-15,Campaign49,inactive,,,,,,,,,,,
561,2015-06-15,2015-06-15,Campaign47,inactive,,,,,,,,,,,
562,2015-06-15,2015-06-15,Campaign50,inactive,,,,,,,,,,,
563,2015-06-15,2015-06-15,Campaign54,inactive,,,,,,,,,,,
564,2015-06-15,2015-06-15,Campaign51,inactive,2.0,,2.195,,,,,,,,
